A_23_P28224,A_23_P358345,CUST_16472_PI416261804,CUST_17139_PI416261804,CUST_546_PI416408490,top_level_structure
8.2779,1.8483,1.7541,5.8818,6.6266,Amg
8.7578,1.7688,3.0046,5.9861,6.865,Amg
8.5822,1.6933,1.7517,6.0665,6.542,BF
7.6946,1.6239,2.7341,5.5867,6.1381,BF
9.2794,1.7736,1.5557,6.6871,6.4874,BF
9.3876,1.6539,1.7605,7.1302,7.0242,BF
9.4728,1.7358,3.0731,7.2041,6.85,BF
8.8585,1.6403,2.9791,6.8365,6.4769,BF
7.8421,1.665,1.5906,5.5228,6.2042,BF
8.2466,1.5416,1.5345,5.7525,6.2738,BF
7.6306,1.3898,1.8095,5.4534,5.8625,BF
8.9774,1.2989,1.9018,6.1702,6.7861,GP
8.5946,1.1345,1.1013,5.9705,6.7075,GP
8.1974,1.1758,1.1738,5.0474,5.9384,Str
8.3096,1.1129,1.1345,5.616,6.5988,Str
9.3381,1.1013,1.1013,5.9617,6.9851,Str
8.9838,1.1918,1.1013,6.1006,6.7002,Str
7.7186,1.1013,1.1013,4.6156,5.5559,Str
8.4705,1.6258,1.7934,5.9344,6.9309,Str
8.6008,1.2312,1.6933,5.2433,6.2298,Str
7.6398,1.1492,1.6931,4.9337,5.7395,Str
8.4179,1.7516,1.8451,6.3118,6.6339,Str
8.8556,1.5397,2.2716,5.7016,6.4098,Str
9.0011,1.1013,1.1013,5.55,6.8011,Str
7.9785,1.781,1.8348,5.7158,6.3907,Str
8.3087,1.7959,2.029,5.6229,6.495,Str
8.0554,1.6792,2.6609,6.2879,6.9372,Str
8.2665,1.1395,1.4909,4.6968,6.0268,Str
8.538,1.3469,1.2582,5.2243,5.9106,Str
8.2763,1.1013,1.1129,5.2054,6.085,Str
8.5258,1.1372,1.3047,5.6717,6.4056,Str
9.2087,1.3832,1.3237,6.7465,7.0463,Str
8.4308,1.1957,1.1129,5.5586,6.1892,Str
9.3634,1.1013,1.1013,6.8726,7.2815,Str
9.1595,1.5329,1.7032,6.8195,7.4029,Str
7.7734,1.4954,1.1224,4.7962,5.8334,Str
8.6814,1.1013,1.1013,6.3006,6.5381,Str
8.9137,1.5736,2.5997,6.7767,6.3466,Cl
8.7682,1.9343,3.9922,6.1891,6.6635,Cl
8.8835,1.6252,4.2158,6.7526,6.8359,Cl
8.7364,1.6366,1.738,6.4734,6.3838,Cl
8.8634,1.6772,1.8784,7.0354,6.907,Cl
8.6934,1.1402,1.1376,5.6975,6.4122,Cl
8.3846,1.1524,1.1972,5.4323,6.2222,Cl
8.4372,1.3957,1.1013,5.1098,6.3819,ET
9.897,1.1013,1.1224,7.1025,7.1657,ET
8.9059,1.8041,1.8161,6.3131,6.6592,Hy
9.2302,1.5679,1.7032,7.0228,6.7947,Hy
7.3228,1.4404,1.5925,4.9754,5.8882,Hy
7.7785,1.6073,1.5351,5.3605,5.6698,Hy
7.8246,1.2273,1.4893,5.081,5.375,Hy
8.2466,1.4968,1.4888,5.8568,5.8886,Hy
8.6804,1.4671,2.5775,5.8895,6.4729,Hy
7.8683,1.5889,1.6457,5.6841,6.1173,Hy
7.3896,1.5845,3.2446,5.3348,5.5985,Hy
10.5212,1.7991,1.6833,8.1011,7.9812,Hy
10.4333,1.7229,1.6491,7.8958,7.6347,Hy
8.5013,1.7716,1.7032,6.4105,6.5359,Hy
8.3743,1.7054,1.9186,6.3383,6.6607,Hy
8.3613,1.5719,3.0713,6.0775,6.0945,Hy
9.0609,1.7362,1.7169,6.725,6.5656,Hy
8.4426,1.4205,1.4663,5.9584,6.2308,Hy
9.2443,1.7403,1.799,6.7628,6.6196,Hy
8.5405,1.8146,1.7194,6.3051,6.794,Hy
8.4313,1.597,1.8957,6.0582,6.4814,Hy
8.1925,1.5974,1.6431,6.0992,6.716,Hy
10.384,2.2194,1.4135,7.7914,7.5331,SbT
10.313,2.9928,1.1013,7.6512,7.4003,SbT
10.6385,1.5541,1.9782,8.9316,7.7246,DT
10.2291,1.2794,1.2693,7.5088,7.217,DT
10.0515,1.1013,1.121,7.2245,7.1121,DT
9.8964,1.1615,1.1836,6.9257,6.8765,DT
9.8758,1.2431,1.125,6.9032,7.16,DT
11.3017,4.4181,1.1819,8.3237,8.1257,DT
11.0002,4.3255,1.1013,7.899,7.7259,DT
11.2263,3.9284,1.1155,8.4233,8.0705,DT
10.3503,1.1013,1.1013,7.5701,7.3134,DT
10.1918,1.1129,1.1381,7.4222,7.3035,DT
10.5968,1.2509,1.1647,7.9472,7.2569,DT
9.8558,1.1013,1.1013,6.9867,6.8247,DT
10.8737,1.1538,1.2394,8.0486,7.7574,DT
10.5413,1.1345,1.1828,7.6929,7.3337,DT
10.9531,1.2175,1.366,8.3779,7.7972,DT
10.9301,1.1013,1.1381,8.3824,7.8883,DT
10.4513,1.7357,1.738,7.9742,7.3599,DT
10.466,1.1149,1.1588,7.9531,7.5069,DT
10.2194,1.1149,1.1538,7.4015,7.298,DT
10.1162,2.9285,1.1013,6.8497,6.9823,DT
9.8753,1.1224,1.1524,6.7754,6.7526,DT
9.9588,1.121,1.2509,6.9703,7.007,DT
10.1709,1.1889,1.2085,7.0856,7.0802,DT
8.9409,1.1013,1.1013,6.3999,6.3503,VT
8.8479,2.2009,1.1539,5.3332,5.399,VT
8.097,1.5338,1.3179,2.4858,5.5452,VT
9.3644,1.4513,2.4891,7.0063,6.896,VT
8.7692,1.1013,1.1224,6.23,6.2362,VT
9.0902,1.1013,1.1013,6.394,6.761,MES
9.4704,1.1402,1.2642,6.6652,6.7761,MES
8.5946,1.243,1.1309,6.1912,6.5887,MES
9.9227,1.2991,1.2639,7.7002,7.4917,MES
8.6037,1.395,1.1972,5.9883,6.7465,MES
9.5828,7.2807,2.3295,6.798,6.7276,MES
9.9127,7.5931,1.3371,6.8519,7.278,MES
9.3202,1.9285,1.1013,7.1093,6.8812,MES
9.6141,1.3517,1.2482,7.0678,6.7485,MES
9.0309,1.1013,1.1013,6.7049,6.7624,MES
9.5262,1.1309,2.3009,6.5162,6.5448,MES
7.6175,1.1013,1.1013,4.238,5.4831,MES
8.8295,1.6129,1.4725,6.2981,5.9407,MES
6.1966,1.2344,1.2642,3.4903,5.3348,MES
9.1012,1.6369,1.6959,6.3338,6.5451,MES
9.021,1.1013,1.1013,6.7112,6.5567,MES
7.6122,1.171,1.1643,5.578,5.7041,MES
8.7341,1.9406,1.1013,6.2075,7.0191,MES
8.097,1.299,1.3135,5.5018,6.2129,MES
8.362,1.4529,1.8173,6.1052,6.2693,MES
9.1265,3.2007,1.252,6.6281,6.887,MES
9.229,1.1129,1.1361,6.4236,6.8316,MES
7.7103,1.397,1.5442,4.8337,6.6617,CbCx
7.4302,1.1538,1.3853,4.6498,6.1865,CbCx
7.3259,1.3676,1.4097,4.4434,5.9938,CbCx
7.3531,1.3326,1.4613,4.4107,6.1193,CbCx
8.2393,1.3225,1.327,5.5959,6.3401,CbCx
7.7859,1.1268,1.8692,5.0091,6.394,CbCx
7.3192,1.1013,1.2184,4.8099,5.9394,CbCx
7.2484,1.1955,2.3668,4.4986,5.9346,CbCx
7.687,1.4657,1.3908,4.9414,6.1226,CbCx
7.354,1.4194,1.4152,4.7637,6.1343,CbCx
7.3351,1.4241,2.1837,4.5701,5.9104,CbCx
7.3013,1.2875,1.8097,4.2873,5.8588,CbCx
7.0235,1.2501,1.4277,3.9033,5.5534,CbCx
6.8214,1.2334,1.4734,3.9812,5.6849,CbCx
7.5586,1.3534,1.5016,4.8615,6.0861,CbCx
7.5323,2.7702,1.4073,4.6328,5.9778,CbCx
7.1673,1.2887,1.3553,4.1336,5.6314,CbCx
6.7381,1.2706,1.2775,4.4186,5.4723,CbCx
6.7119,1.2682,1.5813,3.8225,5.7308,CbCx
6.8269,1.1013,1.532,3.805,5.5425,CbCx
6.9929,1.1707,1.4763,4.1408,5.5226,CbCx
6.9657,1.183,1.4656,3.7465,5.7122,CbCx
7.8305,1.1772,1.5954,5.0455,6.304,CbCx
7.0195,1.1381,1.8732,4.3542,5.53,CbCx
6.7447,1.3077,1.2838,4.3961,5.6935,CbCx
7.0736,1.1381,1.7,3.8533,5.7791,CbCx
7.0632,1.2941,1.3986,4.2004,5.6456,CbCx
7.0872,1.3844,1.3126,4.2029,5.8447,CbCx
6.9556,1.4082,1.476,3.7898,5.7587,CbCx
6.9803,1.3197,1.2865,4.4316,5.6164,CbCx
7.1527,1.3652,1.5297,4.3906,5.7343,CbCx
7.2795,1.1811,1.2109,4.4541,5.6267,CbCx
7.1516,1.2174,1.2434,4.553,5.9012,CbCx
7.0584,1.3504,1.9851,4.0519,5.8561,CbCx
7.3618,1.2963,1.3142,4.7234,5.7138,CbCx
7.0328,1.349,1.4228,4.2743,5.606,CbCx
7.2596,1.1969,2.2139,4.5888,5.8348,CbCx
7.3099,1.1527,1.496,4.2012,5.8337,CbCx
7.1734,1.2281,2.1598,4.2936,5.9133,CbCx
7.0248,1.227,1.2997,3.9759,5.7955,CbCx
7.2817,1.4822,1.3132,4.2823,5.8301,CbCx
6.9289,1.2205,1.332,3.7775,5.9121,CbCx
7.4337,1.3331,1.3082,4.2247,5.8972,CbCx
7.7645,1.3604,1.2697,5.3541,6.2734,CbCx
9.9071,1.6123,2.2007,7.8818,7.7327,CbN
10.2358,1.5502,1.7412,8.1072,7.8577,CbN
9.5874,1.6171,1.7726,7.2739,6.8663,CbN
9.857,5.9016,1.7427,7.6114,7.3246,CbN
10.8492,1.1665,1.8131,8.0619,7.7895,Bpons
10.1732,1.1129,1.3222,7.5822,7.2604,Bpons
11.1963,1.1129,1.1013,8.7197,8.0436,Bpons
10.4931,1.1013,1.1013,8.2198,7.4513,Bpons
10.5499,1.1013,1.1013,7.8586,7.283,Bpons
10.389,1.1013,1.1013,7.1671,6.911,Bpons
11.1322,2.0666,1.2987,8.2662,7.633,Bpons
10.1125,1.1754,1.3024,6.8403,6.8258,PTg
10.376,2.8103,1.1724,7.6589,6.877,PTg
10.3349,3.5909,1.1239,7.3401,6.7569,PTg
10.5221,6.0695,1.3142,7.4452,7.199,PTg
8.5108,4.0743,1.1674,5.7836,6.2277,PTg
9.353,8.0663,3.3885,6.034,6.6247,PTg
9.1298,7.2954,2.2037,6.4637,6.7056,PTg
9.6461,8.5152,3.0619,6.6769,6.5191,PTg
9.8451,9.6007,4.4775,6.6737,6.6607,PTg
9.8581,1.1013,1.1013,6.6024,6.7247,PTg
9.9964,1.125,1.165,7.0494,6.7919,PTg
9.9557,1.3154,1.232,6.853,6.7131,PTg
9.5286,4.2584,1.6643,6.7339,6.7171,PTg
10.5434,1.1013,1.1013,7.6833,7.268,PTg
10.2696,4.8477,1.2141,7.5089,7.1196,PTg
10.0128,1.205,1.1763,6.8675,7.2197,PTg
9.8432,1.1013,1.1013,7.4897,7.2197,PTg
11.2751,3.2271,1.1013,8.0801,7.7482,PTg
10.3751,3.6285,1.3523,7.5831,7.036,PTg
10.4433,4.8578,1.1742,8.4099,7.6806,MY
10.6694,1.1873,1.196,8.2942,7.6387,MY
9.7226,1.25,1.3043,6.9386,7.2343,MY
10.0239,1.1653,1.1129,7.7673,7.3064,MY
11.6079,1.8161,1.1013,7.8625,8.8438,MY
12.2149,1.1013,1.1013,8.6405,8.9589,MY
10.1838,1.1332,1.121,7.7751,7.3578,MY
10.7507,1.2265,1.1418,8.2457,7.9316,MY
10.6527,1.7393,1.3943,7.9316,7.3099,MY
10.6527,2.1718,1.1013,8.201,7.5711,MY
10.0835,1.1322,1.1013,7.6708,7.8495,MY
10.16,1.4547,1.1013,8.0942,8.0135,MY
9.7848,1.1361,2.4688,6.5567,6.9425,MY
9.5144,1.1013,1.1504,6.7517,6.7138,MY
9.4857,1.1149,1.1013,6.8184,7.1966,MY
9.9417,1.125,1.1361,6.7391,7.0438,MY
9.7333,1.1186,1.1432,7.1469,7.0313,MY
9.6394,2.342,1.1303,8.1856,7.3733,MY
9.9508,5.7126,1.1013,7.5689,7.5842,MY
10.3235,5.8725,2.1152,7.6918,7.3585,MY
10.2936,5.666,2.5595,7.4679,7.2192,MY
10.8362,7.5375,1.3616,7.8409,7.6806,MY
10.1548,1.125,1.2265,7.2989,7.0052,MY
10.0057,3.871,1.6941,6.9701,6.7511,MY
10.159,4.8707,1.121,7.4732,6.9002,MY
10.6777,5.7933,2.0861,8.3235,7.4478,MY
10.1748,6.7793,1.1633,7.7503,7.5869,MY
10.3361,6.5681,1.3457,7.3352,6.9191,MY
9.4666,1.1129,1.2087,6.3253,6.6241,MY
10.3922,1.1224,1.1975,7.8668,7.5151,MY
9.5015,1.2173,1.184,6.9562,6.4694,MY
9.1473,1.2897,1.3088,6.4049,6.6706,MY
10.3897,1.1013,1.1013,7.5858,7.463,MY
10.2588,1.4652,1.1224,7.5478,7.2166,MY
10.3179,1.2104,1.2903,7.2027,7.1667,MY
10.2432,1.1151,1.1284,7.3847,7.2663,MY
10.0426,1.1013,1.1013,7.548,7.3068,MY
10.4932,1.1013,1.1013,7.9785,7.8913,MY
9.774,1.1013,1.1129,7.3493,7.1032,MY
10.4004,1.1129,1.1013,7.5142,7.2867,MY
9.6318,3.4997,1.6947,6.7042,6.8931,MY
10.3199,3.7174,1.3201,7.3648,7.1517,MY
10.1189,4.7603,1.2448,7.1093,6.9305,MY
10.0048,3.5091,1.1966,8.0065,7.6133,MY
4.8803,1.1129,1.3379,2.9808,4.6697,WM
1.2463,1.1013,1.1013,1.1013,4.5283,SS
9.4665,1.0547,1.127,6.5787,6.8841,FL
8.9257,0.8231,2.0948,6.0007,6.6193,FL
9.5496,1.0887,2.0283,6.5141,6.9431,FL
9.2488,0.857,0.8392,6.3905,6.6548,FL
9.6411,1.0731,1.0636,6.7282,7.0004,FL
9.2002,1.0817,1.1268,6.4962,7.066,FL
8.7991,1.1036,1.1088,5.9211,6.5675,FL
8.8235,0.86,0.9325,6.1987,6.4406,FL
9.3721,0.8293,1.48,6.3547,6.7657,FL
9.4951,0.8649,0.8509,6.7408,6.9817,FL
9.5106,0.8392,0.8618,6.6658,6.9754,FL
9.4126,0.8509,0.8509,6.8318,6.7759,FL
9.5237,0.8856,0.9467,6.6217,6.9697,FL
9.6693,1.0046,1.0411,6.7284,7.0985,FL
9.4414,1.6173,1.3388,6.7823,7.0717,FL
9.1641,1.0343,1.29,6.1839,6.6841,FL
8.8975,0.8293,2.1571,6.1005,6.4122,FL
9.4916,1.8566,1.6963,6.8847,7.1388,FL
9.5673,0.8392,0.8293,6.8571,7.0639,FL
9.5055,1.1439,1.2787,6.4465,6.6521,FL
9.42,0.9631,1.1498,6.3581,6.8195,FL
9.079,1.0553,1.0215,6.1046,6.6707,FL
9.2338,1.2045,2.1534,6.2206,6.4908,FL
9.7361,0.9569,1.2175,6.6198,7.1392,FL
9.4541,1.2082,1.0101,6.6235,6.9679,FL
9.2349,0.8671,1.3021,6.4681,6.6536,FL
9.3975,1.1307,1.1932,6.4447,6.8713,FL
9.7087,1.026,1.0577,7.0196,7.0831,FL
9.6098,0.857,1.1314,6.7609,7.0253,FL
9.7357,1.1961,1.3887,6.7464,7.0546,FL
8.9383,0.8392,1.3082,6.158,6.4927,FL
9.2421,0.9697,1.101,6.4747,6.7794,FL
9.4495,0.755,1.8819,6.4982,6.8733,FL
9.985,0.9304,1.3467,6.7685,7.132,FL
9.9002,1.0579,0.9719,6.9232,7.1453,FL
9.6523,1.2577,1.222,7.1975,7.0172,FL
10.1113,0.7432,1.6,7.4985,7.3783,FL
9.8022,1.2244,0.9015,6.8684,7.1789,FL
8.7621,1.287,1.2801,6.2995,6.2367,FL
9.4662,0.857,0.8936,6.6802,6.9302,FL
9.0821,1.0837,1.5173,6.1554,6.7112,FL
9.2571,0.857,0.91,6.6238,6.7551,FL
10.3876,1.0641,1.6819,7.508,7.5589,FL
9.7143,0.8919,0.8958,7.0008,6.9829,FL
10.1261,1.0241,0.9179,7.3158,7.362,FL
9.9529,1.1198,1.2305,6.8812,7.2478,FL
9.3934,1.1202,1.2081,6.5268,6.7267,FL
9.4959,1.1562,1.1771,6.4833,6.7619,FL
9.1129,1.1132,0.8671,6.3569,6.6453,FL
9.2615,0.7688,0.7432,6.5877,6.7867,FL
9.6132,1.1103,1.293,6.2545,6.9538,FL
9.7476,1.0439,1.2843,6.8785,7.0048,FL
9.8625,0.857,0.8392,7.3904,7.397,FL
9.8381,1.0861,1.0253,7.0339,7.1723,FL
9.713,1.2964,1.2633,7.2537,6.9815,FL
9.7363,0.8293,0.9352,7.0348,7.1044,FL
9.1229,0.8293,0.8652,6.5392,6.8859,FL
9.5212,0.9985,1.3177,6.4799,6.9644,FL
9.814,1.1586,1.2148,7.0509,7.1533,FL
9.4668,0.8231,2.1383,7.1382,7.0769,FL
9.5847,1.0645,1.0298,7.007,6.8402,FL
9.4246,1.279,1.1766,6.6969,7.0533,FL
9.3295,1.0546,1.1082,6.9184,6.8569,FL
8.726,0.8575,1.6638,6.1869,6.4209,FL
8.1459,1.321,1.6416,5.4875,6.0321,Ins
8.4944,1.0326,1.0621,5.5423,6.0259,Ins
8.9333,0.8392,1.0652,5.6242,6.466,Ins
9.9367,0.7994,1.2063,7.0984,7.1644,Ins
9.0065,0.8509,0.8392,6.3848,6.4644,Ins
8.7531,2.217,1.3573,5.8931,6.3319,Ins
8.5105,0.9847,0.7432,5.843,6.3951,Ins
9.6852,1.3958,0.9981,7.0541,7.1573,CgG
9.2468,1.11,1.3104,6.9916,6.8573,CgG
9.0172,0.8404,0.8652,6.1915,6.4335,CgG
8.9509,0.9943,1.0237,6.1125,6.4866,CgG
9.3436,0.8575,0.857,6.6081,6.8468,CgG
9.3771,0.9152,0.8936,6.5707,6.9972,CgG
9.5474,1.1718,1.136,6.8633,6.9644,CgG
9.2541,1.2466,1.4805,6.4509,6.5455,CgG
8.8728,1.3253,1.3391,6.3058,6.5563,CgG
8.6147,1.1019,1.1666,5.8758,6.0233,CgG
8.5007,1.0435,1.5906,6.0637,6.4926,CgG
8.9756,1.1436,1.0956,6.0703,6.6205,CgG
8.4943,0.857,0.8837,5.6658,5.9736,CgG
8.9684,0.9893,0.9741,6.2746,6.5574,CgG
9.3456,0.9056,1.7797,6.8054,7.0298,CgG
9.4744,1.1021,1.1111,6.4093,6.8555,CgG
9.7967,0.9897,3.7267,6.746,7.0081,CgG
9.3664,0.9631,1.0626,6.6585,6.6798,CgG
9.9494,1.2457,1.243,7.1571,7.3141,CgG
10.0044,1.1546,1.1637,7.1117,7.3181,CgG
9.4255,0.8392,1.0142,6.1118,6.6891,CgG
9.9372,1.0205,0.9684,7.1926,7.2095,CgG
9.4305,2.2499,0.857,6.7435,7.0457,CgG
9.0387,1.1804,1.5113,5.9782,6.6149,CgG
8.8614,0.884,0.932,6.3528,6.624,CgG
8.412,0.7432,0.7432,5.2289,6.0823,HiF
8.677,0.7432,0.7432,5.3569,6.4972,HiF
9.1122,0.7491,0.8959,6.0139,7.1022,HiF
7.9559,1.0957,1.0717,4.0237,5.6594,HiF
8.3081,1.009,0.971,5.4178,6.284,HiF
9.0059,0.9191,1.035,6.0992,6.3828,HiF
9.1164,0.8618,0.9888,6.1456,6.4927,HiF
8.6726,0.7432,1.6535,6.0048,6.5783,HiF
8.4667,1.0897,1.388,5.6016,6.0904,HiF
8.5708,0.8743,2.0768,5.3535,6.092,HiF
8.8662,0.9699,1.2489,5.7288,6.2882,HiF
7.918,0.7688,0.9699,4.9101,5.8589,HiF
8.4372,1.0089,2.6071,6.0712,6.0315,HiF
8.5546,1.1867,1.2197,5.8075,6.0888,HiF
9.3281,1.2474,1.2731,6.1765,6.5928,HiF
8.8695,1.1126,1.0355,5.8396,6.3559,HiF
9.1844,1.1338,1.1198,6.0869,6.551,HiF
8.7739,1.1208,1.1224,6.1158,6.2355,PHG
8.7316,0.8834,1.3724,5.8293,6.4205,PHG
8.2176,0.8691,0.9228,5.5059,5.9142,PHG
9.2741,0.9511,0.8837,6.3645,6.6023,PHG
8.9298,0.9516,1.0945,5.653,6.383,PHG
7.6337,1.1803,0.8231,5.1147,5.896,PHG
8.408,1.0731,1.0817,5.8328,5.8568,PHG
8.6382,1.2687,1.4136,5.7289,6.0931,PHG
9.5135,0.8293,1.9442,6.9003,6.9645,PHG
8.5031,1.2502,1.0827,5.4511,6.088,Br
10.1826,1.5917,0.9894,7.0903,7.422,OL
10.0894,0.8231,1.3233,7.1187,7.4548,OL
10.583,1.139,1.3922,7.5433,7.7922,OL
10.2957,1.1493,1.1642,7.6189,7.76,OL
10.4033,1.3126,1.5666,7.4266,7.5719,OL
10.2038,0.8231,0.8404,7.3568,7.4977,OL
10.4086,0.7432,0.9806,7.2855,7.6714,OL
10.3181,0.9708,1.2858,7.4672,7.8097,OL
10.417,0.8231,1.828,7.4856,7.6569,OL
10.0207,0.9681,2.1001,7.1342,7.2404,OL
10.248,1.0578,1.1122,7.3816,7.6061,OL
9.8905,0.9601,1.0364,7.2613,7.3082,OL
10.0641,0.8293,2.1242,7.3387,7.3791,OL
10.0038,1.0267,1.2084,7.2329,7.4985,OL
10.2814,0.8293,1.1322,7.1177,7.4713,OL
10.1448,0.8231,0.8231,7.6027,7.594,OL
10.2319,0.9801,1.2952,7.3458,7.5722,OL
10.2036,0.9152,1.2382,7.3008,7.3838,OL
10.4293,0.8404,0.8647,7.5372,7.594,OL
10.504,1.2345,1.5005,7.4722,7.7979,OL
10.4955,1.2156,1.4575,7.3049,7.671,OL
10.4657,1.2194,1.4586,7.3691,7.6635,OL
10.509,0.7432,0.7432,7.8613,7.5953,OL
9.5074,0.8231,0.8509,6.6784,6.9826,OL
9.9831,0.9041,1.2904,6.7538,7.0509,OL
9.9926,0.8575,1.1829,7.0377,7.3001,OL
9.6357,0.8248,0.8499,6.8587,7.0741,OL
9.5734,0.8293,3.5507,6.6488,7.0205,OL
10.2263,0.9685,1.1864,7.3729,7.5679,OL
9.6301,1.2102,1.5514,6.527,6.9259,OL
9.9494,0.8392,1.334,7.1633,7.1995,OL
10.0171,0.8392,2.1098,6.9154,7.3406,OL
9.8747,1.1206,2.488,7.246,7.5267,OL
9.8966,0.8293,1.9567,7.0852,7.1949,OL
10.3364,1.2519,1.4405,7.258,7.5838,OL
9.7918,0.8293,1.9309,6.9154,7.2024,PL
10.0708,0.8704,1.378,7.1519,7.4221,PL
9.622,1.3239,2.0524,6.7043,6.8794,PL
10.1829,0.8392,0.857,7.3925,7.5416,PL
9.4977,0.857,1.7675,6.306,6.8633,PL
9.9823,1.0843,1.0527,6.8989,7.2302,PL
9.5769,1.7296,2.5468,7.1183,7.3596,PL
9.8499,0.8814,1.0123,7.0958,7.2228,PL
9.8171,1.0513,1.0636,6.98,7.1781,PL
9.6827,1.1824,1.16,7.108,7.3008,PL
9.4271,0.7432,2.28,7.0117,6.9153,PL
9.6191,1.0411,1.061,6.7384,7.2119,PL
10.1184,0.8958,0.7432,7.4059,7.5612,PL
10.3911,1.3177,1.2966,7.4702,7.6593,PL
10.5017,1.0419,1.3423,7.6141,7.6687,PL
10.3573,0.8575,0.9989,7.4665,7.571,PL
9.6622,1.0246,1.0391,7.0567,7.2019,PL
10.0862,0.8343,1.8442,7.3629,7.372,PL
10.0484,1.1314,1.2474,7.1226,7.437,PL
9.9356,0.8964,1.8819,7.1567,7.3884,PL
9.8878,2.0997,1.0388,7.0248,7.2487,PL
9.9936,0.8509,0.8509,7.3964,7.2798,PL
9.4576,0.8616,1.0402,6.8199,6.9172,PL
9.5556,1.1296,1.2459,6.8407,6.9153,PL
10.0563,0.7869,1.7758,6.9482,7.1761,PL
9.8583,0.8509,1.2266,7.2232,7.1485,PL
9.9812,0.9595,1.9526,7.4983,7.2723,PL
9.862,0.8946,0.9651,7.0889,7.3114,PL
10.2059,1.1265,1.2728,7.7438,7.4096,PL
10.0017,1.0573,1.0985,7.1369,7.4578,PL
9.8716,0.8746,1.5821,6.951,7.1034,PL
10.0056,0.9621,1.2233,6.9753,7.2329,PL
8.8462,1.023,0.8293,6.1362,6.6159,TL
9.5251,1.0867,1.0256,6.6562,6.8237,TL
9.8837,1.081,1.1593,7.1294,7.1952,TL
8.9667,1.2138,0.8293,6.4321,6.5983,TL
9.1284,0.9491,1.6067,6.4918,6.4366,TL
9.5543,1.1677,1.33,6.9844,7.0853,TL
9.5719,0.8231,0.8231,6.9775,7.0944,TL
8.919,0.9325,0.8868,6.5239,6.6478,TL
9.5866,0.9493,0.9418,6.821,6.9969,TL
9.5862,0.755,2.0461,6.9179,7.1749,TL
8.7731,1.0378,2.0322,6.576,6.8571,TL
9.4082,0.8575,0.8575,6.8531,6.9205,TL
9.3716,0.8231,2.4803,6.6067,6.7516,TL
9.2316,0.9582,0.9971,6.1553,6.3983,TL
9.7674,0.8231,1.6082,6.6096,7.0352,TL
8.9032,0.8656,1.5035,6.2507,6.3956,TL
9.3495,1.1089,1.0876,6.4781,6.9691,TL
9.2772,0.9179,1.0609,6.5822,6.7762,TL
9.8175,0.9056,1.2115,6.7451,7.1642,TL
9.3516,2.1727,0.8656,6.7531,6.8647,TL
8.9508,0.9103,1.9852,6.2883,6.5426,TL
9.7077,0.9045,1.3396,6.9986,7.1382,TL
8.6268,0.9607,0.9246,5.9442,6.5821,TL
9.3464,1.3615,1.2699,6.8529,6.9763,TL
9.4495,1.452,0.9734,6.6434,6.8056,TL
9.6802,0.9369,1.0395,6.8814,7.1448,TL
9.6039,1.4038,1.7444,6.8695,6.8349,TL
10.2491,1.0539,1.4208,7.0727,7.356,TL
9.4004,0.891,1.461,6.8047,6.8478,TL
8.8728,0.8859,0.9888,5.9762,6.3803,TL
9.2924,1.6829,0.8509,6.6736,6.9381,TL
9.297,1.1529,1.1879,6.3641,6.709,TL
9.7373,1.1388,1.9783,6.9729,7.1284,TL
9.5908,0.9745,1.2133,6.6888,6.9693,TL
9.4845,0.8293,2.2762,6.2429,6.8415,TL
8.2766,1.3074,1.636,5.5998,6.1565,TL
9.2188,0.9801,1.0404,6.4176,6.8847,TL
9.6822,0.9833,1.513,6.9162,7.177,TL
8.5025,1.3472,1.3903,5.8072,6.0947,TL
8.9684,1.1208,1.1478,6.266,6.7206,TL
8.9375,1.4218,1.5168,6.0235,6.4008,TL
9.1284,1.1317,1.2272,6.3083,6.6185,TL
9.6863,1.1904,1.0636,6.9304,7.1063,TL
9.8199,0.8886,1.4771,7.2526,7.1328,TL
8.7527,1.1029,1.129,5.8022,6.3807,TL
8.9341,1.0381,1.148,6.0868,6.3846,TL
9.6195,1.4937,1.258,6.5999,6.9309,TL
9.4487,0.9083,1.2776,6.7566,6.894,TL
9.5221,1.1551,1.148,6.6741,7.0699,TL
10.2708,1.2679,1.1423,7.2752,7.6314,TL
9.3855,0.8293,0.8293,6.6649,6.8558,TL
7.3892,1.0169,1.1964,4.4076,5.2982,Amg
8.2758,1.7058,1.1823,5.1992,6.227,Amg
8.1295,0.9893,1.0515,4.1812,5.7252,Amg
7.6588,0.8755,0.7432,4.3825,6.0175,Amg
7.5879,1.1326,1.0717,4.4265,5.3334,Amg
7.717,0.9992,0.9849,5.3078,5.9862,Amg
7.6052,2.8581,2.1449,4.0723,6.6323,Amg
8.9076,1.1857,1.1299,6.2971,6.516,BF
9.071,1.0833,1.1675,6.2067,6.3386,BF
9.6756,1.2156,1.1985,6.9617,6.9475,BF
9.4419,0.8898,0.9376,7.1062,7.03,BF
7.8524,0.8622,0.7688,5.0886,5.6933,BF
8.1592,0.9665,0.9634,5.1442,5.9166,BF
9.1136,0.8293,0.857,6.3395,6.1662,GP
9.0063,1.138,1.1746,6.2229,6.3542,GP
8.7532,1.1217,2.4721,5.8619,5.9986,GP
8.7463,0.7688,1.1065,5.5383,6.3296,Str
8.8997,0.7432,0.8618,5.8113,6.4386,Str
8.8839,1.0528,1.0793,5.8544,6.5728,Str
